6721,705,6,18,20190320,20190326,812,YYYYYYY,240000,295900,18575.000000,18575.000000,19503.750000,33100.000000,0.000000,33100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,705,6,18,20190320,20190326,813,YYYYYYY,60000,175900,42008.000000,42008.000000,44108.400000,33800.000000,0.000000,33800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,705,6,18,20190501,20190507,814,YYYYYYY,60000,175900,98369.000000,98369.000000,103287.450000,103258.000000,0.000000,103258.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,705,6,18,20190501,20190507,815,YYYYYYY,240000,295900,15050.000000,15050.000000,15802.500000,16373.000000,0.000000,16373.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,705,6,18,20190508,20190514,816,YYYYYYY,60000,175900,73030.000000,73030.000000,76681.500000,76572.000000,0.000000,76572.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,705,6,18,20190508,20190514,817,YYYYYYY,240000,295900,14300.000000,14300.000000,15015.000000,16380.000000,0.000000,16380.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,705,6,18,20190327,20190402,818,YYYYYYY,60000,175900,53952.000000,53952.000000,56649.600000,52403.000000,0.000000,52403.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,705,6,18,20190327,20190402,819,YYYYYYY,240000,295900,5593.000000,5593.000000,5872.650000,4920.000000,0.000000,4920.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,705,6,18,20190403,20190409,820,YYYYYYY,60000,175900,53930.000000,53930.000000,56626.500000,66772.000000,0.000000,66772.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,705,6,18,20190403,20190409,821,YYYYYYY,240000,295900,7293.000000,7293.000000,7657.650000,8034.000000,0.000000,8034.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
